gene,RST1,RST2,RST3,replicon,color,size,Localization,lipo,surface_lipo,refseq_id,old_name,PC1,PC2,PC3,RST_Category
group_958,1.0,0.0,0.0,lp28-1,#ff0000,11.0,,Other,Other,,,0.2642724992900238,0.9200911380040665,0.27818790406328076,RST1
group_1012,0.6031746031746031,0.9236111111111113,1.0,cp32-3,#9aecff,11.0,,Other,Other,BB_RS07565,BB_Q33,0.2618541733691879,0.4152549927094991,0.5491062127151642,Shared
group_1069,0.06349206349206349,1.0,0.0,cp32-7,#10ff00,11.0,,Other,Other,BB_RS05855,BB_P03,0.26361724539231846,0.13380085886010296,0.3179554624522437,Shared
group_740,1.0,0.23863636363636362,0.20095693779904303,lp21-cp9,#ff3d33,11.0,,Other,Other,,,0.2607936608764541,0.7658990902007669,0.38950606196869675,Shared
group_194,1.0,0.19444444444444445,0.3684210526315789,cp32-7,#ff325e,10.5,,Other,Other,,,0.24665016079163665,0.686695165203637,0.524487675743549,Shared
vlsE1,1.0,0.0,0.0,lp28-1,#ff0000,10.5,S,Lipoprotein,Surface,BB_RS05835,BB_F32,0.25175246929856687,0.9156874052035419,0.27621448925367575,RST1
group_450,1.0,0.40384615384615385,0.0,cp32-6,#ff6700,10.5,,Other,Other,BB_RS06045,BB_P41,0.2525788554901615,0.6488481942739952,0.245361199697391,Shared
bppC1,0.6031746031746031,0.4398148148148149,1.0,cp32-6,#9a70ff,10.5,,Other,Other,,,0.24716784292493266,0.4632653594119878,0.6107821032434674,Shared
group_378,1.0,0.0,0.0,lp56,#ff0000,10.5,,Other,Other,BB_RS07665,BB_Q55,0.25065668109831635,0.8899949863300576,0.3011572438211054,RST1
group_4,0.0,1.0,0.15789473684210525,lp38,#00ff28,10.5,,Other,Other,BB_RS04420,BB_E02,0.25252246191868083,0.13267527509021831,0.28881491462139997,Shared
group_174,1.0,0.546875,0.13815789473684212,cp32-7,#ff8b23,10.5,,Other,Other,,,0.24429264840887477,0.557555558151589,0.5190808014027524,Shared
group_160,1.0,0.0,0.0,cp32-9,#ff0000,10.5,,Other,Other,BB_RS07160,BB_N11,0.251177603019609,0.9173184613699973,0.28600936937050797,RST1
group_40,0.0,1.0,0.0,lp38,#00ff00,10.5,,Lipoprotein,Other,BB_RS07555,BB_Q31,0.25253881246987464,0.12850265225279559,0.2974107456479589,RST2
mlpI~~~mlpG,1.0,0.0,0.6140350877192983,cp32-1,#ff009d,10.5,S,Lipoprotein,Surface,BB_RS06195,BB_S30,0.24749781928760292,0.6822457583370369,0.5693444943703583,Shared
group_577,0.13919413919413917,0.06089743589743589,1.0,lp28-2,#2310ff,10.5,,Other,Other,BB_RS04565,BB_G15,0.24184000355576415,0.4917814447287193,1.0,Shared
group_752,0.13919413919413917,0.06089743589743589,1.0,lp28-2,#2310ff,10.5,,Other,Other,,,0.24184000355576415,0.4917814447287193,1.0,Shared
cdsC,1.0,0.0,0.0,lp17,#ff0000,10.5,,Other,Other,BB_RS07730,BB_Q88,0.25220280729998595,0.9048849101746741,0.30758107015121994,RST1
group_885,0.0,1.0,0.0,lp38,#00ff00,10.5,,Other,Other,BB_RS05060,BB_I26,0.25253881246987464,0.12850265225279559,0.2974107456479589,RST2
group_890,1.0,0.0,0.0,lp28-1,#ff0000,10.5,,Other,Other,BB_RS05730,BB_F10,0.25175246929856687,0.9156874052035419,0.27621448925367575,RST1
group_907,1.0,0.0,0.0,lp28-1,#ff0000,10.5,,Other,Other,,,0.25175246929856687,0.9156874052035419,0.27621448925367575,RST1
group_940,0.0,1.0,0.0,lp38,#00ff00,10.5,,Other,Other,BB_RS07375,BB_U12,0.25253881246987464,0.12850265225279559,0.2974107456479589,RST2
group_959,0.0,1.0,0.0,lp38,#00ff00,10.5,,Other,Other,BB_RS07370,BB_U11,0.25253881246987464,0.12850265225279559,0.2974107456479589,RST2
group_971,0.0,1.0,0.0,lp38,#00ff00,10.5,,Other,Other,,,0.25253881246987464,0.12850265225279559,0.2974107456479589,RST2
group_979,0.0,1.0,0.0,lp28-1,#00ff00,10.5,P-IM,Lipoprotein,Other,BB_RS04280,BB_0844,0.2527900782372996,0.1344788079692099,0.3005346103135946,RST2
group_753,0.13919413919413917,0.06089743589743589,1.0,lp28-2,#2310ff,10.5,,Other,Other,,,0.24184000355576415,0.4917814447287193,1.0,Shared
group_1114,0.0,1.0,0.14860681114551083,lp38,#00ff26,10.5,,Other,Other,,,0.2528305273354646,0.12562651648827083,0.2716520245992814,Shared
group_419,1.0,0.19444444444444445,0.7368421052631579,cp32-9,#ff32bc,10.0,,Other,Other,,,0.23681513913391086,0.6814456745580407,0.5886442804243648,Shared
group_505,1.0,0.6805555555555557,0.12280701754385964,cp32-11,#ffae1f,10.0,,Other,Other,,,0.2403153707857614,0.5383869238068939,0.29709977292292544,Shared
group_466,0.15079365079365079,0.06597222222222222,1.0,lp28-2,#2611ff,10.0,,Other,Other,,,0.2302727341885065,0.49263091191114317,0.9782976657986897,Shared
group_727,0.15079365079365079,0.06597222222222222,1.0,lp28-2,#2611ff,10.0,,Other,Other,,,0.2302727341885065,0.49263091191114317,0.9782976657986897,Shared
group_398,1.0,0.47727272727272724,0.0,cp32-8,#ff7a00,10.0,,Other,Other,,,0.23922575240446248,0.6002892300421538,0.3183179395504942,Shared
group_367,0.3877551020408163,0.9047619047619048,1.0,lp28-1,#63e7ff,10.0,,Other,Other,BB_RS03715,BB_0733,0.23329649378958772,0.3839626949733454,0.6778581238215824,Shared
group_97,1.0,0.0,0.0,lp28-4,#ff0000,10.0,S,Lipoprotein,Surface,BB_RS05085,BB_I36,0.24020270599627558,0.8996648890561185,0.3116365726108065,RST1
group_675,0.3619047619047619,0.9500000000000001,1.0,lp28-3,#5cf2ff,10.0,S,Lipoprotein,Surface,BB_RS05110,BB_I42,0.23678303896848263,0.4078059543991051,0.563398706459411,Shared
group_1029,1.0,0.21875,0.18421052631578946,cp32-6,#ff382f,10.0,,Other,Other,,,0.23806809078591884,0.7005726373172865,0.3841600054222433,Shared
group_732,0.15079365079365079,0.06597222222222222,1.0,lp28-2,#2611ff,10.0,,Other,Other,,,0.2302727341885065,0.49263091191114317,0.9782976657986897,Shared
erpD,1.0,0.1875,0.15789473684210525,lp28-1,#ff3028,10.0,S,Lipoprotein,Surface,,,0.23825727710767552,0.7763088956610975,0.4506459831226124,Shared
group_1006,1.0,0.75,0.7894736842105263,cp32-8,#ffbfc9,10.0,,Other,Other,,,0.23820511306204886,0.5064983288141043,0.4924746739008429,Shared
group_1027,1.0,0.21875,0.18421052631578946,cp32-6,#ff382f,10.0,,Other,Other,,,0.23806809078591884,0.7005726373172865,0.3841600054222433,Shared
group_1157,0.0,0.5277777777777778,1.0,lp28-6,#0087ff,10.0,,Other,Other,BB_RS04665,BB_G34,0.23588862740998157,0.3131724736832095,0.6396208218754348,Shared
group_1044,0.15079365079365079,0.06597222222222222,1.0,lp28-2,#2611ff,10.0,,Other,Other,,,0.2302727341885065,0.49263091191114317,0.9782976657986897,Shared
group_790,1.0,0.0,0.0,lp28-1,#ff0000,10.0,,Lipoprotein,Other,BB_RS05835,BB_F32,0.23884235814307608,0.8810599756506026,0.3089807637081194,RST1
group_718,1.0,0.7291666666666667,0.3684210526315789,cp32-1,#ffba5e,9.5,,Other,Other,,,0.22220858429853432,0.5464986062010868,0.5218964438409448,Shared
group_280,0.3877551020408163,0.7916666666666667,1.0,lp28-1,#63caff,9.5,,Lipoprotein,Other,,,0.22111395683670848,0.4138464200223323,0.655017360309863,Shared
group_338,1.0,0.984375,0.0,cp32-11,#fffb00,9.5,,Other,Other,,,0.2261825467682032,0.4560952909085946,0.3606436143836068,Shared
group_343,1.0,0.14583333333333334,0.5526315789473685,cp32-1,#ff258d,9.5,,Other,Other,,,0.2207970318691398,0.631567552889624,0.558237745228469,Shared
group_433,0.07619047619047618,1.0,0.16842105263157894,cp32-7,#13ff2b,9.5,,Other,Other,,,0.22361447734406914,0.2996509817646758,0.49311387483586916,Shared
elpB2,0.07619047619047618,1.0,0.16842105263157894,cp32-9,#13ff2b,9.5,S,Lipoprotein,Surface,BB_RS06880,BB_O40,0.2282652719422953,0.18067106091452884,0.29174740412400674,Shared
group_615,0.1130952380952381,0.6927083333333334,1.0,cp32-8,#1db1ff,9.5,,Other,Other,,,0.22217695120433592,0.3903891125253776,0.7056076526963014,Shared
group_743,0.0,1.0,0.15789473684210525,lp28-1,#00ff28,9.5,,Other,Other,BB_RS05840,BB_F0041,0.22701310251213563,0.1752936167705306,0.3313971108596151,Shared
group_747,0.0,1.0,0.15789473684210525,lp28-1,#00ff28,9.5,,Other,Other,BB_RS05835,BB_F32,0.227290369835082,0.17624140766404123,0.33302651146094703,Shared
group_755,0.0,1.0,0.3609022556390977,lp36,#00ff5c,9.5,,Other,Other,,,0.22628407731388853,0.24993513676747203,0.49842478517344496,Shared
group_798,0.10052910052910052,0.35185185185185186,1.0,lp28-6,#1a5aff,9.5,,Other,Other,BB_RS04840,BB_K02a,0.2173056740930456,0.4316790367977058,0.8772856717888153,Shared
group_1071,1.0,0.75,0.3157894736842105,cp32-1+5,#ffbf51,9.5,,Other,Other,,,0.22408755643630415,0.5536977878544183,0.3377025049594785,Shared
group_1073,1.0,0.0,0.0,cp32-6,#ff0000,9.5,,Other,Other,,,0.22359763888552925,0.8012214717291428,0.4080463481201126,RST1
group_1075,1.0,0.0546875,0.0,lp28-3,#ff0e00,9.5,,Other,Other,BB_RS04415,BB_H41,0.2273198686168505,0.7942278006505809,0.36058588595346647,Shared
group_684,0.0,1.0,0.9022556390977442,lp28-6,#00ffe6,9.0,,Other,Other,BB_RS04665,BB_G34,0.21029056225127013,0.33489959014175397,0.6626457275636887,Shared
group_85,0.25396825396825395,1.0,0.7017543859649122,lp28-1,#41ffb3,9.0,,Other,Other,BB_RS04655,BB_G32,0.2080717685652023,0.41117606954302516,0.7167882295032509,Shared
group_133,1.0,0.4375,0.4144736842105263,lp56,#ff706a,9.0,,Other,Other,BB_RS07460,BB_Q12,0.21366558366684893,0.6562353920278688,0.4373339027297198,Shared
group_168,1.0,0.48611111111111116,0.24561403508771928,lp21-cp9,#ff7c3f,9.0,,Lipoprotein,Other,BB_RS05465,BB_C10%2CBBC10,0.212687025094216,0.5942313524227532,0.4484890395671093,Shared
erpC,1.0,0.525,0.8842105263157894,cp32-8,#ff86e1,9.0,S,Lipoprotein,Surface,BB_RS06035,BB_P39,0.2108299857609816,0.6225013698052442,0.48612235396506304,Shared
group_1135,0.25396825396825395,1.0,0.7017543859649122,lp28-1,#41ffb3,9.0,,Other,Other,,,0.2080717685652023,0.41117606954302516,0.7167882295032509,Shared
group_769,0.0,1.0,0.16842105263157894,lp28-1,#00ff2b,9.0,,Other,Other,BB_RS05835,BB_F32,0.21407014499819937,0.194965043273316,0.3543802253257516,Shared
group_966,1.0,0.0,0.22105263157894736,cp32-4,#ff0038,9.0,,Other,Other,BB_RS06095,BB_S09,0.21087884149595273,0.7945416636498939,0.4336256806402022,Shared
group_1037,0.3877551020408163,0.6785714285714286,1.0,lp28-1,#63adff,9.0,S,Lipoprotein,Surface,BB_RS04980,BB_K52,0.20908148481829825,0.4287604186744268,0.6603892228536817,Shared
group_1056,1.0,0.525,0.11052631578947368,cp32-3,#ff861c,9.0,,Other,Other,,,0.21426439192921554,0.5340069655429056,0.37377816494083305,Shared
group_955,1.0,0.0,0.0,cp32-9,#ff0000,9.0,,Other,Other,BB_RS07190,BB_N16,0.21451525686800324,0.8543310827011387,0.3257309265395808,RST1
group_600,1.0,0.328125,0.5526315789473685,cp32-1+5,#ff548d,8.5,,Other,Other,,,0.19996265442930383,0.5835759616721915,0.538257798503564,Shared
group_134,1.0,0.0,0.1700404858299595,cp32-3,#ff002b,8.5,,Other,Other,BB_RS06090,BB_S08,0.19879609354359173,0.7892937299026047,0.443795130544683,Shared
group_263,0.0,0.3958333333333333,1.0,lp28-6,#0065ff,8.5,,Other,Other,BB_RS06250,BB_S42,0.19502269336803335,0.4301135250833232,0.8438647756383533,Shared
group_278,1.0,0.14583333333333334,0.09210526315789473,cp32-7,#ff2517,8.5,,Other,Other,BB_RS06860,BB_O36,0.20095583793025767,0.7484345463048442,0.3481797550000749,Shared
group_307,1.0,0.0,0.33157894736842103,cp32-6,#ff0055,8.5,,Other,Other,,,0.19959525392097224,0.694562861944912,0.478436015942269,Shared
group_453,1.0,0.7291666666666667,0.18421052631578946,cp32-1,#ffba2f,8.5,,Other,Other,,,0.1959493774725011,0.59510758809789,0.46120084105350256,Shared
group_591,0.0,0.3958333333333333,1.0,lp28-6,#0065ff,8.5,,Other,Other,,,0.19502269336803335,0.4301135250833232,0.8438647756383533,Shared
group_687,1.0,0.0,0.0,cp32-1,#ff0000,8.5,,Other,Other,,,0.19579869050055537,0.7551666281103697,0.4506696979806153,RST1
tnpB,0.20779220779220778,1.0,0.22966507177033493,lp28-6,#35ff3b,8.5,,Other,Other,,,0.19837892003032073,0.3189693578851497,0.5427943821975915,Shared
group_822,0.15079365079365079,0.5277777777777778,1.0,chromosome,#2687ff,8.5,,Other,Other,BB_RS06430,BB_R34,0.19376425092764196,0.40444998801879567,0.7765623321858703,Shared
group_851,1.0,0.0,0.1700404858299595,cp32-7,#ff002b,8.5,,Other,Other,BB_RS07485,BB_Q17,0.20028239819476934,0.8068996161532157,0.39368476437732647,Shared
group_943,1.0,0.43750000000000006,0.11052631578947368,lp21-cp9,#ff701c,8.5,,Other,Other,BB_RS05460,BB_C07%2CBBC07,0.20164273391556553,0.6250921912906653,0.4082530611426478,Shared
group_1109,1.0,0.0,0.07894736842105263,cp32-6,#ff0014,8.5,,Other,Other,,,0.20101839583776565,0.7897902496124224,0.39181356974592685,Shared
group_647,1.0,0.125,0.631578947368421,cp32-1+5,#ff20a1,8.0,,Other,Other,,,0.18611904945200045,0.5854910773968188,0.567294134673717,Shared
group_82,1.0,0.14583333333333334,0.09210526315789473,cp32-11,#ff2517,8.0,,Other,Other,,,0.18856390261865832,0.7254118858476625,0.4173390829912099,Shared
group_142,1.0,0.3888888888888889,0.3684210526315789,lp21-cp9,#ff635e,8.0,,Other,Other,,,0.1870079281776937,0.6372946540618262,0.47565721083591767,Shared
group_231,0.0,1.0,0.0,lp28-1,#00ff00,8.0,,Other,Other,,,0.1914969000934959,0.1928077856669245,0.3156532346518973,RST2
group_257,1.0,0.109375,0.4144736842105263,cp32-11,#ff1c6a,8.0,,Other,Other,,,0.18693941864677716,0.5864634493945173,0.5313601429104727,Shared
group_285,0.2585034013605442,0.0,1.0,lp17,#4200ff,8.0,,Other,Other,BB_RS05620,BB_D04,0.18235745013393165,0.6099178068910033,0.7905463168323462,Shared
group_213,0.9047619047619048,0.15833333333333333,1.0,cp32-1,#e728ff,8.0,,Other,Other,BB_RS06770,BB_O17,0.18488321792419612,0.5305631978966624,0.6704821564798521,Shared
group_763,0.0,1.0,0.19433198380566802,lp28-1,#00ff32,8.0,,Other,Other,BB_RS05835,BB_F32,0.18951655583515378,0.2258763797018753,0.3798365955217808,Shared
group_1211,1.0,0.1346153846153846,0.08502024291497975,lp38,#ff2216,8.0,,Other,Other,,,0.18838957878896614,0.7675232314638248,0.48160512748638845,Shared
group_1229,1.0,0.1346153846153846,0.08502024291497975,lp38,#ff2216,8.0,,Lipoprotein,Other,BB_RS04800,BB_J46,0.18838957878896614,0.7675232314638248,0.48160512748638845,Shared
group_1238,1.0,0.1346153846153846,0.08502024291497975,lp38,#ff2216,8.0,,Other,Other,,,0.18838957878896614,0.7675232314638248,0.48160512748638845,Shared
group_1240,1.0,0.1346153846153846,0.08502024291497975,lp38,#ff2216,8.0,,Other,Other,,,0.18838957878896614,0.7675232314638248,0.48160512748638845,Shared
group_1063,1.0,0.3888888888888889,0.3684210526315789,lp21-cp9,#ff635e,8.0,,Other,Other,BB_RS07375,BB_U12,0.1870079281776937,0.6372946540618262,0.47565721083591767,Shared
group_825,0.1292517006802721,0.5654761904761906,1.0,lp28-6,#2190ff,7.5,,Other,Other,BB_RS07750,BB_K35,0.17235656662576235,0.39955666361086734,0.6593715633308597,Shared
group_6,0.9047619047619048,0.9895833333333335,1.0,cp32-1+5,#e7fcff,7.5,,Other,Other,BB_RS06885,BB_O42,0.1731191986286087,0.46436720377591345,0.5729691638974599,Shared
group_63,0.48979591836734687,1.0,0.5413533834586466,cp32-11,#7dff8a,7.5,,Other,Other,BB_RS06500,BB_M04,0.1775605427712868,0.38666186233408173,0.401328433431577,Shared
group_144,1.0,0.0,0.0,lp25,#ff0000,7.5,,Other,Other,BB_RS04420,BB_E02,0.17808195262869106,0.8095032570042631,0.35543025492412106,RST1
group_190,0.7619047619047619,1.0,0.42105263157894735,cp32-11,#c2ff6b,7.5,,Other,Other,,,0.17276733138498926,0.4791144313330329,0.4079590259317127,Shared
group_228,0.5428571428571428,0.47500000000000003,1.0,cp9,#8a79ff,7.5,,Other,Other,BB_RS05455,BB_C06%2CBBC06,0.17207903473881092,0.47130530738683324,0.5729905843802062,Shared
group_643,0.0,0.08796296296296297,1.0,cp32-1+5,#0016ff,7.5,,Other,Other,,,0.17286849937334797,0.4115362707316933,0.7526833475601278,Shared
group_629,0.9047619047619048,0.47500000000000003,1.0,cp32-8,#e779ff,7.5,,Other,Other,,,0.17469002175460768,0.5323311610391999,0.5484335932069736,Shared
group_1053,1.0,0.21875,0.13815789473684212,cp32-1+5,#ff3823,7.5,,Other,Other,BB_RS06080,BB_S06,0.1712609944361166,0.6105548073908758,0.49403581219821396,Shared
group_1060,1.0,0.3888888888888889,0.24561403508771928,lp21-cp9,#ff633f,7.5,,Other,Other,BB_RS07350,BB_U07,0.17541757617579906,0.6367224553029924,0.44280225654385885,Shared
group_1061,1.0,0.3888888888888889,0.24561403508771928,lp21-cp9,#ff633f,7.5,,Other,Other,BB_RS07355,BB_U08,0.17495761398991652,0.6440900509556013,0.4608042994274285,Shared
group_1067,1.0,0.546875,0.13815789473684212,cp32-6,#ff8b23,7.5,,Other,Other,BB_RS06075,BB_S05,0.17549889963422635,0.5257573523016945,0.4319951324824911,Shared
group_1112,0.9523809523809523,1.0,0.42105263157894735,cp32-8,#f3ff6b,7.5,,Other,Other,,,0.17536694131285052,0.4689196124091687,0.41501574773845384,Shared
group_1160,0.0,1.0,0.10526315789473684,chromosome,#00ff1b,7.5,,Other,Other,,,0.17685715719305944,0.2653907089102592,0.42774495917325506,Shared
group_1058,1.0,0.3888888888888889,0.24561403508771928,lp21-cp9,#ff633f,7.5,,Other,Other,BB_RS07345,BB_U06,0.17541757617579906,0.6367224553029924,0.44280225654385885,Shared
group_761,0.0,1.0,0.22966507177033493,lp28-1,#00ff3b,7.0,,Other,Other,BB_RS05835,BB_F32,0.1647607353878298,0.2504484352971727,0.38452427294741304,Shared
group_652,0.08225108225108224,0.0,1.0,cp32-12,#1500ff,7.0,,Other,Other,BB_RS07220,BB_N22,0.15716975941604036,0.47950424592311325,0.8933437377602828,Shared
group_649,0.08225108225108224,0.0,1.0,cp32-12,#1500ff,7.0,,Other,Other,BB_RS06125,BB_S15,0.15716975941604036,0.47950424592311325,0.8933437377602828,Shared
group_622,0.08225108225108224,0.0,1.0,cp32-12,#1500ff,7.0,,Other,Other,BB_RS07555,BB_Q31,0.15716975941604036,0.47950424592311325,0.8933437377602828,Shared
group_200,1.0,0.0,0.24561403508771928,cp32-4,#ff003f,7.0,,Other,Other,,,0.16386700088083128,0.672725172650495,0.503974824259401,Shared
group_610,0.9142857142857141,1.0,0.2526315789473684,cp32-1,#e9ff40,7.0,S,Lipoprotein,Surface,BB_RS07575,BB_Q35,0.16032769598253271,0.4214378622212906,0.5530276074985485,Shared
mlpH,0.6530612244897959,1.0,0.0,cp32-8,#a7ff00,7.0,S,Lipoprotein,Surface,,,0.16254302132470175,0.4781688398112028,0.42747705876442343,Shared
group_255,1.0,0.328125,0.4144736842105263,cp32-6,#ff546a,7.0,,Other,Other,,,0.16326071297836808,0.612437459163065,0.4388011399092729,Shared
group_55,0.5714285714285714,1.0,0.0,cp32-12,#92ff00,7.0,,Other,Other,,,0.1605268722105788,0.42148261100690465,0.5087097839972389,Shared
group_760,0.0,1.0,0.0,lp28-1,#00ff00,7.0,,Other,Other,BB_RS05835,BB_F32,0.16617584804759422,0.22669642168882415,0.3421660591470014,RST2
group_1031,0.9523809523809523,1.0,0.21052631578947367,cp32-11,#f3ff36,7.0,,Other,Other,BB_RS07075,BB_L37,0.1641299367097651,0.4962536328545037,0.386086594620093,Shared
group_888,0.0,0.0,1.0,lp28-2,#0000ff,7.0,,Other,Other,BB_RS04580,BB_G18,0.1598903118232885,0.518120529463717,0.9342847454013119,RST3
group_1002,1.0,0.75,0.0,cp32-8,#ffbf00,7.0,,Other,Other,,,0.16326012659002803,0.5186298922202044,0.40632435131324685,Shared
group_1016,0.5714285714285714,1.0,0.631578947368421,cp32-12,#92ffa1,7.0,,Other,Other,,,0.1627147521626276,0.40801031574037533,0.48905370706619855,Shared
group_1097,1.0,0.0,0.0,lp28-1,#ff0000,7.0,,Other,Other,BB_RS05700,BB_F03,0.1663411499057677,0.7923805364394731,0.349911022971536,RST1
group_1099,0.0,1.0,0.2526315789473684,cp32-8,#00ff40,7.0,,Other,Other,BB_RS07220,BB_N22,0.16443571502635101,0.2624336095728938,0.39239815242095893,Shared
group_1104,0.0,1.0,0.0,cp32-9,#00ff00,7.0,,Other,Other,BB_RS06995,BB_L20,0.16640175888084563,0.23196277034211216,0.33501606587241,RST2
group_1107,1.0,0.0,0.0,lp28-1,#ff0000,7.0,,Other,Other,BB_RS04665,BB_G34,0.1663411499057677,0.7923805364394731,0.349911022971536,RST1
group_1235,1.0,0.0,0.08502024291497975,lp38,#ff0016,7.0,,Lipoprotein,Other,,,0.16445618794672356,0.7660005431644417,0.4406611243629374,Shared
group_915,0.0,1.0,0.22966507177033493,lp28-1,#00ff3b,7.0,,Other,Other,BB_RS05835,BB_F32,0.16481241895997004,0.25089006506404793,0.3816344853849069,Shared
group_809,0.2585034013605442,0.1130952380952381,1.0,lp28-6,#421dff,6.5,,Other,Other,,,0.1445952093968159,0.4726089216684335,0.7878074744415435,Shared
group_87,1.0,0.0,0.13815789473684212,cp32-3,#ff0023,6.5,,Other,Other,BB_RS07520,BB_Q24,0.14990626450437192,0.711568972177278,0.44873510090074037,Shared
group_207,1.0,0.21875,0.0,cp32-11,#ff3800,6.5,,Other,Other,BB_RS06830,BB_O29,0.1518567427869934,0.6480071536107285,0.4214220732574678,Shared
group_694,0.0,1.0,0.0,lp28-1,#00ff00,6.5,,Other,Other,BB_RS05835,BB_F32,0.1535366448732574,0.24256509774039017,0.3636040025660584,RST2
group_994,1.0,0.14583333333333334,0.3684210526315789,cp32-10,#ff255e,6.5,,Other,Other,BB_RS06750,BB_O13,0.14919442991043397,0.6076988276853091,0.6400769030023339,Shared
group_1025,0.2261904761904762,0.3958333333333333,1.0,cp32-1,#3a65ff,6.5,,Other,Other,BB_RS05970,BB_P26,0.14600091810741422,0.5928171207227645,0.6789618881599958,Shared
group_1055,1.0,0.7291666666666667,0.18421052631578946,cp32-3,#ffba2f,6.5,,Other,Other,,,0.15092259853954934,0.4834495001260676,0.4799036166322451,Shared
group_1101,0.0,1.0,0.0,cp32-1+5,#00ff00,6.5,,Other,Other,,,0.15270402718972603,0.27603662750092156,0.3911677754676667,RST2
group_1111,0.7619047619047619,1.0,0.42105263157894735,cp32-11,#c2ff6b,6.5,,Other,Other,BB_RS07050,BB_L31,0.1508556634051567,0.44982868142895094,0.4718707349923808,Shared
group_933,1.0,0.5,0.15789473684210525,cp32-3,#ff8028,6.0,,Other,Other,,,0.13890146310417403,0.5495262581465676,0.44165989098525843,Shared
group_145,0.0,0.0,1.0,cp32-12,#0000ff,6.0,,Other,Other,BB_RS06835,BB_O30,0.13515194487060406,0.4779445707471386,0.862322125881363,RST3
group_172,0.15079365079365079,0.13194444444444445,1.0,cp32-10,#2622ff,6.0,,Other,Other,,,0.1372702619818609,0.44124011145446473,0.7194641660406449,Shared
repU,0.6857142857142856,1.0,0.5052631578947367,cp32-3,#afff81,6.0,,Other,Other,BB_RS07570,BB_Q34,0.13957767748447986,0.3950604838309458,0.410801356119774,Shared
mlpG,1.0,0.2916666666666667,0.7368421052631579,cp32-11,#ff4abc,6.0,S,Lipoprotein,Surface,BB_RS06405,BB_R28,0.1363646452031748,0.5277602102364964,0.5683674872440517,Shared
group_436,0.0,0.0,1.0,cp32-12,#0000ff,6.0,S,Lipoprotein,Surface,BB_RS06670,BB_M38,0.13515194487060406,0.4779445707471386,0.862322125881363,RST3
group_502,0.0,1.0,0.8421052631578947,cp32-11,#00ffd7,6.0,S,Lipoprotein,Surface,BB_RS06670,BB_M38,0.1372097740334448,0.372113277566796,0.6032632401837196,Shared
group_918,0.0,1.0,0.0,lp28-1,#00ff00,6.0,,Other,Other,BB_RS05840,BB_F0041,0.14037921866658395,0.260237222693828,0.3770765805615984,RST2
group_2,0.0,0.0,1.0,cp32-12,#0000ff,6.0,,Other,Other,BB_RS06500,BB_M04,0.13515194487060406,0.4779445707471386,0.862322125881363,RST3
group_1051,0.5714285714285714,1.0,0.3157894736842105,cp32-11,#92ff51,6.0,,Other,Other,BB_RS06150,BB_S20,0.1376086233956943,0.4749111967614521,0.44947869981675403,Shared
group_1077,1.0,0.0,0.0,lp25,#ff0000,6.0,,Other,Other,,,0.14125294362834565,0.7497206367801663,0.38461306755628766,RST1
group_1079,1.0,0.0,0.0,cp32-11,#ff0000,6.0,,Other,Other,BB_RS06735,BB_O10,0.13870489833201885,0.7017012282292638,0.43907070422756583,RST1
group_1090,1.0,0.4375,0.18421052631578946,cp32-8,#ff702f,6.0,,Other,Other,BB_RS07080,BB_L38,0.13878081302570597,0.5852325747060336,0.44283201787770293,Shared
erpA,1.0,0.65625,0.0,cp32-8,#ffa700,6.0,S,Lipoprotein,Surface,BB_RS06030,BB_P38,0.13680273685376548,0.5740211298883415,0.4253722294068359,Shared
group_1092,0.42857142857142855,1.0,0.0,cp32-12,#6dff00,6.0,,Other,Other,,,0.14076663413030632,0.38389475055925326,0.35262619159063746,Shared
group_1221,0.0,0.0,1.0,lp38,#0000ff,6.0,,Lipoprotein,Other,BB_RS04795,BB_J45,0.13513428022192545,0.5191769207771164,0.8932397478093197,RST3
group_1068,1.0,0.6250000000000001,0.0,cp32-1+5,#ff9f00,6.0,,Other,Other,,,0.13827007117565457,0.5505888052463501,0.4407506621687927,Shared
group_374,0.0,0.9895833333333335,1.0,lp28-1,#00fcff,5.5,,Other,Other,BB_RS04360,BB_H26,0.12337294838045329,0.41269923658181756,0.6554193788080369,Shared
group_7,0.0,0.1130952380952381,1.0,cp9,#001dff,5.5,,Other,Other,BB_RS05440,BB_C02%2CBBC02,0.1226013983184511,0.47029133725988626,0.7867663095829379,Shared
group_81,1.0,0.0,0.24561403508771928,lp56,#ff003f,5.5,,Other,Other,BB_RS06570,BB_M18,0.12688268524622578,0.6901252428726624,0.490088467723664,Shared
erpM,0.7619047619047619,1.0,0.42105263157894735,cp32-7,#c2ff6b,5.5,S,Lipoprotein,Surface,BB_RS06880,BB_O40,0.12451190881757909,0.48361016361551945,0.5874545755725494,Shared
group_221,0.0,1.0,0.0,cp32-1+5,#00ff00,5.5,,Other,Other,BB_RS07580,BB_Q37,0.12790497986871324,0.32279680126119464,0.43770534126875815,RST2
yidD,0.2585034013605442,0.0,1.0,chromosome,#4200ff,5.5,,Other,Other,BB_RS00705,BB_0143,0.12230032102798606,0.5314706450104253,0.8198415105071786,Shared
group_487,0.2857142857142857,1.0,0.0,cp32-12,#49ff00,5.5,,Other,Other,,,0.12829768202334602,0.3634948537532682,0.36829055706871977,Shared
