	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	Pfam_ACC	Pfam	COG20_PATHWAY_ACC	COG20_PATHWAY	KEGG_BRITE_ACC	KEGG_BRITE	KEGG_Module_ACC	KEGG_Module	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	COG20_FUNCTION_ACC	COG20_FUNCTION
GC_00001453	3	3	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001454	3	3	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001455	3	3	1	0	1	1	1		ND	COG0775	Menaquinone_biosynthesis	ND	ND	ND	ND	ND	ND	ND	ND	F|H	F	Nucleotide_transport_and_metabolism|Coenzyme_transport_and_metabolism	COG0775	Nucleoside_phosphorylase/nucleosidase,_includes_5'-methylthioadenosine/S-adenosylhomocysteine_nucleosidase_MtnN_and_futalosine_hydrolase_MqnB_(MtnN)_(PDB:1T8R)_(PUBMED:18801996)
GC_00001456	3	3	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001457	3	3	1	0	0.897835498	0.745567201	0.814647194	PF02414.20	Borrelia_ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001458	3	3	1	0	0.900560224	0.862074253	0.880897081	PF02890.19	Borrelia_family_of_unknown_function_DUF226	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001459	3	3	1	0	0.980582524	0.709539843	0.823327806		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001460	3	3	1	0	0.90981241	0.630612675	0.744910276	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001461	3	3	1	0	0.990196078	1	0.995073892		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001462	3	3	1	0	0.877525253	0.994350282	0.932292203	PF07268.16	Exported_protein_precursor_(EppA/BapA)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001463	1	3	3	0	0.992307692	0.923835954	0.956848434		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001464	1	3	3	0	0.812907046	0.605502693	0.694041209		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001465	3	3	1	0	0.928270042	0.627401838	0.748741863		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001466	2	3	2	0	0.956725146	0.654885287	0.777539297	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001467	1	3	3	0	0.915447154	0.642201041	0.754857377	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001468	1	3	3	0	0.82527881	0.668774004	0.738829322	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001469	3	3	1	0	0.997503121	1	0.99875	PF06780.16	Erp_protein_C-terminus	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001470	3	3	1	0	0.963636364	0.864156515	0.911189284		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001471	2	3	2	0	0.905852417	0.614668509	0.732379207	PF02414.20	Borrelia_ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001472	1	3	3	0	0.916425121	0.589031434	0.717128902		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001473	2	2	1	0	1	1	1	PF02890.19	Borrelia_family_of_unknown_function_DUF226	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001474	2	2	1	0	0.722222222	0.472670807	0.571387317		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001475	2	2	1	0	0.843971631	0.644480086	0.73085731	PF05619.16	Borrelia_burgdorferi_protein_of_unknown_function_(DUF787)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001476	2	2	1	0	0.777777778	0.504929346	0.612334363	PF05619.16	Borrelia_burgdorferi_protein_of_unknown_function_(DUF787)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001477	1	2	2	0	0.723577236	0.821568627	0.76946568		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	V	V	Defense_mechanisms	COG1002	Type_II_restriction/modification_system,_endonuclease_and_methylase_domains_(YeeA)_(PDB:5HR4)
GC_00001478	2	2	1	0	1	0.667634997	0.800696793	PF01385.24	Probable_transposase	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09192_Unclassified:_genetic_information_processing>>>99976_Replication_and_repair	ND	ND	K07496	putative_transposase	ND	ND	X	X	Mobilome:_prophages,_transposons	COG0675	Transposase_(InsQ)
GC_00001479	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001480	1	2	2	0	1	0.512579975	0.677755866	PF17764.6	3'DNA-binding_domain_(3'BD)	ND	ND	ko00001|ko01000|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03440_Homologous_recombination_[PATH:ko03440]|Enzymes>>>5._Isomerases>>>5.6__Isomerases_altering_macromolecular_conformation>>>5.6.2__Enzymes_altering_nucleic_acid_conformation>>>5.6.2.4__DNA_3'-5'_helicase|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>DSBR_(double_strand_breaks_repair)>>>HR_(homologous_recombination)>>>RecBC_pathway_proteins	ND	ND	K04066	primosomal_protein_N'_(replication_factor_Y)_(superfamily_II_helicase)_[EC:5.6.2.4]	ND	ND	L	L	Replication,_recombination_and_repair	COG1198	Primosomal_protein_N'_(replication_factor_Y)_-_superfamily_II_helicase_(PriA)_(PDB:6DCR)
GC_00001481	2	2	1	0	0.802469136	0.511396104	0.624690535		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001482	2	2	1	0	1	0.463046757	0.632989691		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001483	2	2	1	0	0.776119403	0.512806997	0.617567396	PF12796.12	Ankyrin_repeats_(3_copies)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001484	2	2	1	0	1	1	1	PF20155.4	Tape_measure_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001485	2	2	1	0	0.860606061	0.823309921	0.841544965	PF06780.16	Erp_protein_C-terminus	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001486	2	2	1	0	0.909090909	0.547133879	0.683128648		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001487	2	2	1	0	0.96	0.844827586	0.898739014		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001488	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001489	1	2	2	0	0.867768595	0.525016666	0.654218546	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001490	2	2	1	0	1	0.526961771	0.690209514		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001491	2	2	1	0	1	1	1	PF01441.24	Lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001492	2	2	1	0	0.860215054	0.625529341	0.724336915		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001493	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001494	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001495	1	2	2	0	1	1	1	PF16576.10	Barrel-sandwich_domain_of_CusB_or_HlyD_membrane-fusion	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M|V	M	Cell_wall/membrane/envelope_biogenesis|Defense_mechanisms	COG0845	Multidrug_efflux_pump_subunit_AcrA_(membrane-fusion_protein)_(AcrA)_(PDB:1T5E)
GC_00001496	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001497	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001498	1	2	2	0	1	1	1	PF13200.11	Putative_glycosyl_hydrolase_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	R	R	General_function_prediction_only	COG1306	Predicted_glycosyl_hydrolase,_alpha_amylase_family_(PDB:4S1A)
GC_00001499	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001500	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001501	1	2	2	0	1	1	1	PF03602.20	Conserved_hypothetical_protein_95	COG0742	16S_rRNA_modification	ko01000|ko03009	Enzymes>>>2._Transferases>>>2.1__Transferring_one-carbon_groups>>>2.1.1__Methyltransferases>>>2.1.1.171__16S_rRNA_(guanine966-N2)-methyltransferase|Ribosome_biogenesis>>>Prokaryotic_type>>>rRNA_modification_factors>>>16S_rRNA_modification_factors	ND	ND	K08316	16S_rRNA_(guanine966-N2)-methyltransferase_[EC:2.1.1.171]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0742	16S_rRNA_G966_N2-methylase_RsmD_(RsmD)_(PDB:2IFT)
GC_00001502	1	2	2	0	1	1	1	PF01250.22	Ribosomal_protein_S6	COG0360	Ribosome_30S_subunit	ko00001|ko03011|ko03011|ko03029	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>03010_Ribosome_[PATH:ko03010]|Ribosome>>>Ribosomal_proteins>>>Mitochondria/_Chloroplast>>>Small_subunit|Ribosome>>>Ribosomal_proteins>>>Bacteria>>>Small_subunit|Mitochondrial_biogenesis>>>Mitochondrial_DNA_transcription,_translation,_and_replication_factors>>>Mitochondrial_transcription_and_translation_factors>>>Other_mitochondrial_DNA_transcription_and_translation_factors	ND	ND	K02990	small_subunit_ribosomal_protein_S6	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0360	Ribosomal_protein_S6_(RpsF)_(PDB:4V4H)
GC_00001503	1	2	2	0	1	1	1		ND	COG0796	Mureine_biosynthesis	ko00001|ko01000|ko01011	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09106_Metabolism_of_other_amino_acids>>>00470_D-Amino_acid_metabolism_[PATH:ko00470]|Enzymes>>>5._Isomerases>>>5.1__Racemases_and_epimerases>>>5.1.1__Acting_on_amino_acids_and_derivatives>>>5.1.1.3__glutamate_racemase|Peptidoglycan_biosynthesis_and_degradation_proteins>>>Precursor_biosynthesis>>>Racemase	ND	ND	K01776	glutamate_racemase_[EC:5.1.1.3]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0796	Glutamate_racemase_(MurI)_(PDB:1B73)
GC_00001504	1	2	2	0	1	1	1	PF00436.30	Single-strand_binding_protein_family	ND	ND	ko00001|ko00001|ko00001|ko03032|ko03400|ko03400|ko03029	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03030_DNA_replication_[PATH:ko03030]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03430_Mismatch_repair_[PATH:ko03430]|KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03440_Homologous_recombination_[PATH:ko03440]|DNA_replication_proteins>>>Prokaryotic_type>>>DNA_Replication_Initiation_Factors>>>Initiation_factors_(bacterial)|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>TLS_(translesion_DNA_synthesis)_factors>>>Other_SOS_response_factors|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>MMR_(mismatch_excision_repair)>>>Other_MMR_factors|Mitochondrial_biogenesis>>>Mitochondrial_DNA_transcription,_translation,_and_replication_factors>>>Mitochondrial_DNA_replication_factors>>>Other_Mitochondrial_DNA_replication_factors	ND	ND	K03111	single-strand_DNA-binding_protein	ND	ND	L	L	Replication,_recombination_and_repair	COG0629	Single-stranded_DNA-binding_protein_(Ssb)_(PDB:1EQQ)
GC_00001505	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001506	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001507	2	2	1	0	1	1	1	PF02890.19	Borrelia_family_of_unknown_function_DUF226	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001508	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001509	1	2	2	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001510	1	2	2	0	1	1	1	PF07719.22	Tetratricopeptide_repeat	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M|O	M	Cell_wall/membrane/envelope_biogenesis|Posttranslational_modification,_protein_turnover,_chaperones	COG4783	Outer_membrane_protein_chaperone/metalloprotease_BepA/YfgC,_contains_M48_and_TPR_domains_(BepA)_(PDB:6AIT)_(PUBMED:24003122)
GC_00001511	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001512	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001513	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001514	1	2	2	0	1	1	1	PF00873.24	AcrB/AcrD/AcrF_family	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	V	V	Defense_mechanisms	COG0841	Multidrug_efflux_pump_subunit_AcrB_(AcrB)_(PDB:1IWG)
GC_00001515	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	R	R	General_function_prediction_only	COG0457	Tetratricopeptide_(TPR)_repeat_(TPR)_(PDB:3AS4)
GC_00001516	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001517	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001518	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001519	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001520	1	2	2	0	1	1	1	PF02163.27	Peptidase_family_M50	ND	ND	ko00001|ko01000|ko01002	KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09143_Cell_growth_and_death>>>04112_Cell_cycle_-_Caulobacter_[PATH:ko04112]|Enzymes>>>3._Hydrolases>>>3.4__Acting_on_peptide_bonds_(peptidases)>>>3.4.24__Metalloendopeptidases>>>3.4.24.-|Peptidases_and_inhibitors>>>Metallo_peptidases>>>Family_M50:_S2P_protease_family	ND	ND	K11749	regulator_of_sigma_E_protease_[EC:3.4.24.-]	ND	ND	O|K	O	Posttranslational_modification,_protein_turnover,_chaperones|Transcription	COG0750	Membrane-associated_protease_RseP,_regulator_of_RpoE_activity_(RseP)
GC_00001521	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001522	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001523	1	2	2	0	1	1	1	PF02378.23	Phosphotransferase_system,_EIIC_	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	G|G	G	Carbohydrate_transport_and_metabolism|Carbohydrate_transport_and_metabolism	COG1263|COG1264	Phosphotransferase_system_IIC_components,_glucose/maltose/N-acetylglucosamine-specific_(PtsG1)|Phosphotransferase_system_IIB_components_(PtsG2)_(PDB:1IBA)
GC_00001524	1	2	2	0	1	1	1	PF02527.20	rRNA_small_subunit_methyltransferase_G	COG0357	16S_rRNA_modification	ko01000|ko03009|ko03036	Enzymes>>>2._Transferases>>>2.1__Transferring_one-carbon_groups>>>2.1.1__Methyltransferases>>>2.1.1.170__16S_rRNA_(guanine527-N7)-methyltransferase|Ribosome_biogenesis>>>Prokaryotic_type>>>rRNA_modification_factors>>>16S_rRNA_modification_factors|Chromosome_and_associated_proteins>>>Prokaryotic_type>>>Chromosome_partitioning_proteins>>>Other_chromosome_partitioning_proteins	ND	ND	K03501	16S_rRNA_(guanine527-N7)-methyltransferase_[EC:2.1.1.170]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0357	16S_rRNA_G527_N7-methylase_RsmG_(former_glucose-inhibited_division_protein_B)_(RsmG)_(PDB:1XDZ)_(PUBMED:15375115;22031445)
GC_00001525	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001526	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001527	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001528	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001529	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001530	2	2	1	0	1	1	1	PF02471.22	Borrelia_outer_surface_protein_E	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001531	1	2	2	0	1	1	1	PF00814.30	tRNA_N6-adenosine_threonylcarbamoyltransferase	COG1214	tRNA_modification	ko01000|ko03016	Enzymes>>>2._Transferases>>>2.3__Acyltransferases>>>2.3.1__Transferring_groups_other_than_aminoacyl_groups>>>2.3.1.234__N6-L-threonylcarbamoyladenine_synthase|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>tRNA_modification_factors>>>Other_tRNA_modification_factors	ND	ND	K14742	tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaB	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG1214	tRNA_A37_threonylcarbamoyladenosine_modification_protein_TsaB_(TsaB)_(PDB:1OKJ)
GC_00001532	1	2	2	0	1	1	1	PF13365.11	Trypsin-like_peptidase_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG0265	Periplasmic_serine_protease,_S1-C_subfamily,_contain_C-terminal_PDZ_domain_(DegQ)_(PDB:2HGA)_(PUBMED:29686141)
GC_00001533	1	2	2	0	1	1	1	PF02446.22	4-alpha-glucanotransferase	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00500_Starch_and_sucrose_metabolism_[PATH:ko00500]|Enzymes>>>2._Transferases>>>2.4__Glycosyltransferases>>>2.4.1__Hexosyltransferases>>>2.4.1.25__4-alpha-glucanotransferase	M00855	Glycogen_degradation,_glycogen_=>_glucose-6P	K00705	4-alpha-glucanotransferase_[EC:2.4.1.25]	M00855	Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism	G	G	Carbohydrate_transport_and_metabolism	COG1640	4-alpha-glucanotransferase_(MalQ)_(PDB:1CWY)
GC_00001534	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001535	1	2	2	0	1	1	1	PF00691.25	OmpA_family	ND	ND	ko00001|ko00001|ko00001|ko00001|ko04052|ko00536	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>04630_JAK-STAT_signaling_pathway_[PATH:ko04630]|KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>04068_FoxO_signaling_pathway_[PATH:ko04068]|KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09133_Signaling_molecules_and_interaction>>>04060_Cytokine-cytokine_receptor_interaction_[PATH:ko04060]|KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09133_Signaling_molecules_and_interaction>>>04061_Viral_protein_interaction_with_cytokine_and_cytokine_receptor_[PATH:ko04061]|Cytokines_and_growth_factors>>>Cytokines>>>Interleukins|Glycosaminoglycan_binding_proteins>>>Heparan_sulfate_/_Heparin>>>Cytokines	ND	ND	K03286	OmpA-OmpF_porin,_OOP_family	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG2885	Outer_membrane_protein_OmpA_and_related_peptidoglycan-associated_(lipo)proteins_(OmpA)_(PDB:1OAP)
GC_00001536	1	2	2	0	1	1	1	PF03006.25	Haemolysin-III_related	ND	ND	ko02042	Bacterial_toxins>>>Type_II_toxins:_Membrane_damaging_toxins>>>Pore-forming_toxins,_Other	ND	ND	K11068	hemolysin_III	ND	ND	U	U	Intracellular_trafficking,_secretion,_and_vesicular_transport	COG1272	Predicted_membrane_channel-forming_protein_YqfA,_hemolysin_III_family_(YqfA)_(PDB:3WXV)
GC_00001537	1	2	2	0	1	1	1		ND	COG0216	Translation_factors	ND	ND	ND	ND	ND	ND	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0216	Protein_chain_release_factor_RF1_(PrfA)_(PDB:1RQ0)
GC_00001538	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	V	V	Defense_mechanisms	COG1002	Type_II_restriction/modification_system,_endonuclease_and_methylase_domains_(YeeA)_(PDB:5HR4)
GC_00001539	1	2	2	0	1	1	1	PF13533.11	Biotin-lipoyl_like	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M|V	M	Cell_wall/membrane/envelope_biogenesis|Defense_mechanisms	COG0845	Multidrug_efflux_pump_subunit_AcrA_(membrane-fusion_protein)_(AcrA)_(PDB:1T5E)
GC_00001540	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001541	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	T	T	Signal_transduction_mechanisms	COG2206	HD-GYP_domain,_c-di-GMP_phosphodiesterase_class_II_(or_its_inactivated_variant)_(HDGYP)_(PDB:5Z7C)_(PUBMED:23475961)
GC_00001542	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001543	1	2	2	0	1	1	1	PF01168.25	Alanine_racemase,_N-terminal_domain	COG0787	Mureine_biosynthesis	ko00001|ko01000|ko01011	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09106_Metabolism_of_other_amino_acids>>>00470_D-Amino_acid_metabolism_[PATH:ko00470]|Enzymes>>>5._Isomerases>>>5.1__Racemases_and_epimerases>>>5.1.1__Acting_on_amino_acids_and_derivatives>>>5.1.1.1__alanine_racemase|Peptidoglycan_biosynthesis_and_degradation_proteins>>>Precursor_biosynthesis>>>Racemase	ND	ND	K01775	alanine_racemase_[EC:5.1.1.1]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0787	Alanine_racemase_(Alr)_(PDB:1BD0)
GC_00001544	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001545	1	2	2	0	1	1	1	PF01704.23	UTP--glucose-1-phosphate_uridylyltransferase	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09191_Unclassified:_metabolism>>>99980_Enzymes_with_EC_numbers|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.7__Nucleotidyltransferases>>>2.7.7.-	M00129|M00854|M00549	Ascorbate_biosynthesis,_animals,_glucose-1P_=>_ascorbate|Glycogen_biosynthesis,_glucose-1P_=>_glycogen/starch|Nucleotide_sugar_biosynthesis,_glucose_=>_UDP-glucose	K00963	UTP--glucose-1-phosphate_uridylyltransferase_[EC:2.7.7.9]	M00129|M00854|M00549	Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism|Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism|Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism	G	G	Carbohydrate_transport_and_metabolism	COG4284	UDP-N-acetylglucosamine_pyrophosphorylase_(QRI1)_(PDB:1JV1)
GC_00001546	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001547	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
